metric,shopping_2023_k,shopping_2024_k,fuel_2023_k,fuel_2024_k,transport_2023_k,transport_2024_k,fnb_2023_k,fnb_2024_k,accom_2023_k,accom_2024_k,packages_2023_k,packages_2024_k,other_2023_k,other_2024_k,total_visitor_spend_2023_k,total_visitor_spend_2024_k,household_spend_2023_k,household_spend_2024_k,total_receipts_2023_k,total_receipts_2024_k
national_domestic_expenditure,30842715.0,39910477.0223009,11226727.0,13507889.705934,5691081.0,7187187.29608785,13802774.0,17342497.8168969,10653466.0,11914438.7800169,3126434.0,4147411.12120658,3333225.0,4436326.75234234,78676422.0,98446228.4947855,6255703.0,8299882.55510428,84932125.0,106746111.04989
